grid,column,row,Richness,Mesotopo,Slop_proc,Fluv_proc,Soil_text,Bio_crust,Burrows,Bioturbation,Aspect,Northness,Eastness,Soil_dept_mean,Vege_heig_max,Slope_angle,pH,soil_carbon,Soil_moist_4_final,Soil_temp_4_adj,,,,,,,,,,,,,,,,,,
3,G,3,13,5,1,0,3,0,0,0,180,-1,0,61,23,4.5,4.701666667,2.805,27.83637202,14.96229167,,,,,,,,,,,,,,,,,,
3,H,3,13,5,1,0,2,0,0,0,185,-1,-0.09,61,19,4.1,4.755,2.64,23.62266251,14.31020833,,,,,,,,,,,,,,,,,,
3,A,4,18,4,0,0,2,0,0,0,175,-1,0.09,13.33,18,6.5,4.3375,4.5875,22.52794357,16.2621875,,,,,,,,,,,,,,,,,,
3,B,4,20,5,0,0,2,0,0,0,175,-1,0.09,19,36,10.5,4.391666667,4.304166667,27.21423407,15.91010417,,,,,,,,,,,,,,,,,,
3,C,4,16,5,0,0,2,0,0,0,175,-1,0.09,28,27,8.5,4.478333333,3.953333333,28.60052456,15.65802083,,,,,,,,,,,,,,,,,,
3,D,4,15,5,0,0,3,0,0,0,180,-1,0,51.33,19,7.3,4.565,3.13,27.68681506,15.3059375,,,,,,,,,,,,,,,,,,
3,E,4,17,4,1,0,2,0,0,0,180,-1,0,61,20,8.9,4.699375,3.08,27.47310555,15.35385417,,,,,,,,,,,,,,,,,,
3,F,4,13,4,1,0,2,0,0,0,185,-1,-0.09,61,49,8.5,4.710833333,3.03,25.25939605,15.00177083,,,,,,,,,,,,,,,,,,
3,G,4,9,5,1,0,2,0,0,0,185,-1,-0.09,61,47,6.9,4.764166667,2.98,24.44568654,14.4496875,,,,,,,,,,,,,,,,,,
3,H,4,10,5,1,0,2,0,0,0,180,-1,0,46.33,32,4.9,4.8175,2.815,27.73197703,14.29760417,,,,,,,,,,,,,,,,,,
3,A,5,19,4,0,0,2,0,0,0,195,-0.97,-0.26,18.67,23,8.1,4.28,4.85,24.9372581,15.94958333,,,,,,,,,,,,,,,,,,
3,B,5,16,5,0,0,4,0,0,0,180,-1,0,20.67,25,6.5,4.366666667,4.566666667,24.62354859,14.6975,,,,,,,,,,,,,,,,,,
3,C,5,15,5,0,0,2,0,1,0,180,-1,0,31.67,21,9.3,4.453333333,4.013333333,28.90983909,15.84541667,,,,,,,,,,,,,,,,,,
3,D,5,16,5,0,0,3,0,2,0,180,-1,0,25.33,23,6.9,4.54,3.19,26.79612958,15.39333333,,,,,,,,,,,,,,,,,,
3,E,5,14,4,1,0,2,0,2,0,185,-1,-0.09,34,15,7.3,4.72,3.14,27.98242008,15.44125,,,,,,,,,,,,,,,,,,
3,F,5,18,4,1,0,2,0,0,0,180,-1,0,47,46,6.1,4.773333333,3.09,19.66871057,14.78916667,,,,,,,,,,,,,,,,,,
3,G,5,15,5,1,0,2,0,0,0,180,-1,0,34.33,52,6.5,4.826666667,3.04,25.05500106,14.33708333,,,,,,,,,,,,,,,,,,
3,H,5,10,5,0,0,2,0,1,0,180,-1,0,51.33,23,5.7,4.88,2.99,24.74129156,13.685,,,,,,,,,,,,,,,,,,
3,A,6,21,4,0,0,2,0,0,0,170,-0.98,0.17,19.67,20,12.9,4.125,5.1125,26.94657262,15.53697917,,,,,,,,,,,,,,,,,,
3,B,6,16,4,0,0,2,0,0,0,175,-1,0.09,17,27,6.5,4.211666667,4.829166667,29.03286312,16.28489583,,,,,,,,,,,,,,,,,,
3,C,6,17,4,0,0,2,0,0,0,175,-1,0.09,13.33,14,7.3,4.298333333,4.073333333,28.61915361,15.6328125,,,,,,,,,,,,,,,,,,
3,D,6,15,4,1,0,2,0,0,0,180,-1,0,28,39,8.9,4.494375,3.25,25.80544411,14.58072917,,,,,,,,,,,,,,,,,,
3,E,6,14,4,1,1,3,0,0,0,180,-1,0,35,44,8.5,4.6875,3.2,24.6917346,14.92864583,,,,,,,,,,,,,,,,,,
3,F,6,10,4,0,0,3,0,0,0,180,-1,0,32.33,58,6.9,4.740833333,3.15,26.07802509,14.2765625,,,,,,,,,,,,,,,,,,
3,G,6,17,5,0,0,2,0,0,0,180,-1,0,25,58,3.7,4.794166667,3.1,23.76431559,14.22447917,,,,,,,,,,,,,,,,,,
3,H,6,14,5,0,0,2,0,0,0,180,-1,0,54.67,16,4.9,4.838333333,3.047333333,20.85060608,14.07239583,,,,,,,,,,,,,,,,,,
3,A,7,14,3,0,1,2,0,0,0,175,-1,0.09,19,23,18.6,3.97,5.375,27.35588715,15.724375,,,,,,,,,,,,,,,,,,
3,B,7,14,2,0,1,3,0,0,0,190,-0.98,-0.17,13.33,20,5.7,4.056666667,4.956666667,29.34217764,15.27229167,,,,,,,,,,,,,,,,,,
3,C,7,15,4,1,0,2,0,0,0,180,-1,0,9.67,36,7.7,4.21625,4.133333333,24.82846814,15.12020833,,,,,,,,,,,,,,,,,,
3,D,7,12,4,1,0,3,0,0,0,180,-1,0,19.67,52,12.1,4.44875,3.31,25.01475863,14.668125,,,,,,,,,,,,,,,,,,
3,E,7,12,3,1,1,3,0,0,0,175,-1,0.09,26.67,40,7.7,4.655,3.26,26.40104913,14.61604167,,,,,,,,,,,,,,,,,,
3,F,7,13,3,0,0,3,0,0,0,185,-1,-0.09,61,52,4.5,4.708333333,3.21,24.58733962,14.46395833,,,,,,,,,,,,,,,,,,
3,G,7,15,5,0,0,2,0,1,0,180,-1,0,61,18,6.9,4.755555556,3.091555556,27.27363011,13.911875,,,,,,,,,,,,,,,,,,
3,H,7,11,4,0,0,2,0,0,0,180,-1,0,61,31,3.7,4.796666667,3.104666667,27.75992061,13.75979167,,,,,,,,,,,,,,,,,,
3,A,8,19,5,0,2,2,1,0,0,175,-1,0.09,12.33,34,20.7,3.815,5.6375,23.16520167,15.81177083,,,,,,,,,,,,,,,,,,
3,B,8,12,2,0,2,2,20,0,0,175,-1,0.09,5.67,15,5.7,3.938125,5.016666667,27.95149217,15.7596875,,,,,,,,,,,,,,,,,,
3,C,8,16,4,1,0,2,0,0,0,180,-1,0,8,37,10.1,4.170625,4.193333333,28.13778266,14.70760417,,,,,,,,,,,,,,,,,,
3,D,8,14,4,1,1,3,0,0,0,175,-1,0.09,13,52,10.1,4.403125,3.37,26.62407316,14.65552083,,,,,,,,,,,,,,,,,,
3,E,8,15,3,1,1,3,0,0,0,175,-1,0.09,29,53,9.7,4.6225,3.32,22.61036365,14.2034375,,,,,,,,,,,,,,,,,,
3,F,8,12,3,0,0,3,0,0,0,175,-1,0.09,61,48,7.7,4.672777778,3.135777778,24.29665414,14.35135417,,,,,,,,,,,,,,,,,,
3,G,8,16,5,0,0,3,0,0,0,175,-1,0.09,29.67,17,6.9,4.713888889,3.148888889,25.48294464,14.49927083,,,,,,,,,,,,,,,,,,
3,H,8,12,4,0,0,2,0,0,0,175,-1,0.09,61,35,5.3,4.755,3.162,33.26923513,14.0471875,,,,,,,,,,,,,,,,,,
3,A,9,13,5,0,3,2,1,0,0,180,-1,0,9,41,22.5,3.66,5.9,28.5745162,16.39916667,,,,,,,,,,,,,,,,,,
3,B,9,15,2,0,2,2,1,0,0,180,-1,0,5,45,1.6,3.8925,5.076666667,26.76080669,14.84708333,,,,,,,,,,,,,,,,,,
3,C,9,17,4,0,0,3,0,0,0,185,-1,-0.09,11,40,7.3,4.125,4.253333333,22.74709719,14.995,,,,,,,,,,,,,,,,,,
3,D,9,16,5,0,1,3,0,0,0,175,-1,0.09,11.67,57,11.3,4.3575,3.43,28.93338768,14.74291667,,,,,,,,,,,,,,,,,,
3,E,9,15,3,0,1,3,0,0,0,180,-1,0,36.33,54,7.7,4.59,3.18,24.11967817,14.59083333,,,,,,,,,,,,,,,,,,
3,F,9,13,3,0,1,3,0,0,0,180,-1,0,58,52,3.7,4.631111111,3.193111111,27.40596867,14.63875,,,,,,,,,,,,,,,,,,
3,G,9,12,4,0,1,3,0,0,0,180,-1,0,61,31,4.9,4.672222222,3.206222222,28.39225916,14.28666667,,,,,,,,,,,,,,,,,,
3,H,9,14,4,0,0,3,0,2,0,180,-1,0,40.33,21,5.3,4.713333333,3.219333333,31.87854966,14.33458333,,,,,,,,,,,,,,,,,,
3,A,10,15,5,0,4,5,3,0,0,180,-1,0,10.33,21,21.1,3.738333333,5.814545455,25.48383072,15.4865625,,,,,,,,,,,,,,,,,,
3,B,10,12,4,0,2,6,2,0,0,180,-1,0,8.33,16,3.7,3.8675,4.991212121,32.67012122,14.93447917,,,,,,,,,,,,,,,,,,
3,C,10,14,5,0,0,3,0,0,0,175,-1,0.09,12,20,8.5,4.1,4.167878788,26.35641171,14.68239583,,,,,,,,,,,,,,,,,,
3,D,10,13,5,0,1,3,0,0,0,175,-1,0.09,11.33,16,12.9,4.3325,3.545227273,26.84270221,14.9303125,,,,,,,,,,,,,,,,,,
3,E,10,14,3,0,1,3,0,0,0,180,-1,0,11,48,11.3,4.565,3.31,21.9289927,14.87822917,,,,,,,,,,,,,,,,,,
3,F,10,14,3,0,1,3,0,0,0,175,-1,0.09,55.33,51,6.9,4.595,3.250444444,28.71528319,14.82614583,,,,,,,,,,,,,,,,,,
3,G,10,13,4,0,1,3,0,0,0,180,-1,0,44.67,45,3.3,4.630555556,3.263555556,29.10157369,14.2740625,,,,,,,,,,,,,,,,,,
3,H,10,13,4,0,0,3,0,1,0,180,-1,0,61,20,5.7,4.671666667,3.276666667,29.68786418,13.62197917,,,,,,,,,,,,,,,,,,
3,A,11,13,5,1,2,2,0,0,0,180,-1,0,24.67,39,19.3,3.816666667,5.729090909,25.69314525,15.37395833,,,,,,,,,,,,,,,,,,
3,B,11,0,5,0,3,6,0,0,0,180,-1,0,0,0,12.5,3.894166667,4.905757576,29.77943574,15.621875,,,,,,,,,,,,,,,,,,
3,C,11,16,5,1,1,3,0,0,0,180,-1,0,12,20,11.7,4.075,4.082424242,24.36572624,14.56979167,,,,,,,,,,,,,,,,,,
3,D,11,9,5,3,1,2,1,0,0,180,-1,0,14,45,11.3,4.3075,3.660454545,23.55201673,14.61770833,,,,,,,,,,,,,,,,,,
3,E,11,15,3,1,2,3,0,0,0,175,-1,0.09,20,47,14.8,4.54,3.44,25.63830722,14.365625,,,,,,,,,,,,,,,,,,
3,F,11,14,3,0,1,3,0,0,0,180,-1,0,31,45,6.1,4.57,3.307777778,22.32459772,15.21354167,,,,,,,,,,,,,,,,,,
3,G,11,14,4,0,0,3,0,0,0,185,-1,-0.09,58,35,4.1,4.6,3.320888889,25.61088821,13.76145833,,,,,,,,,,,,,,,,,,
3,H,11,11,4,1,0,2,0,0,0,180,-1,0,61,24,6.9,4.63,3.334,24.69717871,15.009375,,,,,,,,,,,,,,,,,,
3,A,12,21,5,2,2,2,0,0,0,180,-1,0,20.33,70,19.3,3.895,5.643636364,16.80245977,15.16135417,,,,,,,,,,,,,,,,,,
3,B,12,0,5,0,3,6,0,0,0,180,-1,0,0,0,8.1,3.9725,4.82030303,25.18875027,15.20927083,,,,,,,,,,,,,,,,,,
3,C,12,13,5,0,1,5,2,0,0,185,-1,-0.09,8.33,20,12.9,4.05,3.996969697,26.77504076,14.8571875,,,,,,,,,,,,,,,,,,
3,D,12,10,4,1,1,3,0,0,0,180,-1,0,12.33,22,12.5,4.2825,3.775681818,26.56133125,14.60510417,,,,,,,,,,,,,,,,,,
3,E,12,19,4,0,2,3,0,0,0,180,-1,0,17.67,19,11.7,4.515,3.57,28.04762175,14.75302083,,,,,,,,,,,,,,,,,,
3,F,12,14,3,0,1,3,0,1,0,180,-1,0,45,50,4.5,4.545,3.365111111,21.63391224,15.4009375,,,,,,,,,,,,,,,,,,
3,G,12,14,4,1,0,3,0,1,0,185,-1,-0.09,49.67,45,5.7,4.575,3.378222222,25.82020274,13.84885417,,,,,,,,,,,,,,,,,,
3,H,12,13,4,1,0,3,0,0,0,180,-1,0,61,20,4.5,4.6525,3.391333333,18.30649323,14.59677083,,,,,,,,,,,,,,,,,,
3,A,13,18,6,2,2,2,0,0,0,180,-1,0,9.33,32,16.7,3.973333333,5.558181818,24.5117743,15.04875,,,,,,,,,,,,,,,,,,
3,B,13,16,6,0,3,5,1,0,0,180,-1,0,6.33,27,10.1,4.050833333,4.734848485,24.69806479,14.89666667,,,,,,,,,,,,,,,,,,
3,C,13,10,5,0,1,5,1,0,0,180,-1,0,5.33,33,13.3,4.128333333,3.978409091,27.68435529,14.74458333,,,,,,,,,,,,,,,,,,
3,D,13,15,4,1,1,3,2,0,0,175,-1,0.09,10,22,7.3,4.2575,3.890909091,27.47064578,14.6925,,,,,,,,,,,,,,,,,,
3,E,13,16,4,0,2,3,0,0,0,175,-1,0.09,17,51,10.5,4.49,3.7,24.25693627,14.84041667,,,,,,,,,,,,,,,,,,
3,F,13,15,3,0,1,3,0,0,0,180,-1,0,20.33,44,7.3,4.52,3.446666667,24.34322677,14.88833333,,,,,,,,,,,,,,,,,,
3,G,13,16,4,1,1,3,0,0,0,185,-1,-0.09,40.33,58,5.3,4.581666667,3.435555556,22.32951726,14.43625,,,,,,,,,,,,,,,,,,
3,H,13,12,4,1,1,3,0,0,0,175,-1,0.09,48.33,42,3.7,4.675,3.448666667,24.81580776,14.48416667,,,,,,,,,,,,,,,,,,
3,A,14,16,7,1,1,5,0,0,0,180,-1,0,6.67,30,17.4,4.051666667,5.472727273,20.92108882,14.83614583,,,,,,,,,,,,,,,,,,
3,B,14,17,6,2,1,3,0,0,0,175,-1,0.09,7.67,20,8.9,4.129166667,4.649393939,24.10737932,14.3840625,,,,,,,,,,,,,,,,,,
3,C,14,18,5,0,2,5,0,0,0,180,-1,0,10,34,13.3,4.206666667,4.093636364,23.59366981,15.13197917,,,,,,,,,,,,,,,,,,
3,D,14,10,3,1,2,6,3,0,0,175,-1,0.09,7.67,20,4.1,4.284166667,4.006136364,21.1799603,14.67989583,,,,,,,,,,,,,,,,,,
3,E,14,9,4,1,0,3,0,0,0,180,-1,0,20,21,8.1,4.465,3.83,25.7662508,14.9278125,,,,,,,,,,,,,,,,,,
3,F,14,15,4,1,1,3,0,0,0,180,-1,0,42,41,7.7,4.510833333,3.576666667,22.65254129,14.57572917,,,,,,,,,,,,,,,,,,
3,G,14,17,3,0,1,3,0,0,0,175,-1,0.09,29.33,60,5.7,4.604166667,3.492888889,28.43883179,14.22364583,,,,,,,,,,,,,,,,,,
3,H,14,20,4,0,0,3,0,0,0,175,-1,0.09,35.67,35,4.5,4.6975,3.506,25.52512228,13.7715625,,,,,,,,,,,,,,,,,,
3,A,15,11,7,1,1,5,0,0,0,180,-1,0,13.67,25,18.2,4.13,5.387272727,15.83040335,15.22354167,,,,,,,,,,,,,,,,,,
3,B,15,17,5,2,1,6,0,0,0,180,-1,0,8.67,27,18.9,4.2075,4.563939394,24.41669384,15.07145833,,,,,,,,,,,,,,,,,,
3,C,15,14,4,0,2,6,3,0,0,175,-1,0.09,7,19,10.5,4.285,4.208863636,26.30298433,15.019375,,,,,,,,,,,,,,,,,,
3,D,15,11,3,1,2,3,5,0,0,185,-1,-0.09,9.67,21,6.1,4.3625,4.121363636,24.28927483,15.76729167,,,,,,,,,,,,,,,,,,
3,E,15,14,4,1,0,3,0,0,0,180,-1,0,13,18,10.5,4.44,3.96,27.47556532,14.91520833,,,,,,,,,,,,,,,,,,
3,F,15,16,4,1,1,3,0,0,0,170,-0.98,0.17,21.67,20,9.7,4.533333333,3.706666667,27.96185582,14.163125,,,,,,,,,,,,,,,,,,
3,G,15,14,4,0,1,3,0,0,0,180,-1,0,25.33,26,7.3,4.626666667,3.550222222,26.34814631,14.31104167,,,,,,,,,,,,,,,,,,
3,H,15,18,4,0,0,3,0,0,0,185,-1,-0.09,62.67,25,6.5,4.72,3.563333333,21.43443681,14.05895833,,,,,,,,,,,,,,,,,,
3,A,16,14,7,1,1,5,5,0,0,185,-1,-0.09,16.33,33,22.2,4.108,5.301818182,21.63971787,15.6109375,,,,,,,,,,,,,,,,,,
3,B,16,8,5,0,1,6,0,0,0,180,-1,0,7,29,10.1,4.1935,4.478484848,24.92600836,15.15885417,,,,,,,,,,,,,,,,,,
3,C,16,0,5,0,2,6,0,0,0,185,-1,-0.09,0,0,7.7,4.271,4.324090909,25.21229886,14.80677083,,,,,,,,,,,,,,,,,,
3,D,16,6,5,0,2,2,5,0,0,180,-1,0,9.67,23,6.5,4.3485,4.236590909,25.89858935,14.4546875,,,,,,,,,,,,,,,,,,
3,E,16,13,5,1,0,3,0,0,0,180,-1,0,16.33,22,10.5,4.426,4.09,27.88487985,14.60260417,,,,,,,,,,,,,,,,,,
3,F,16,18,4,1,1,3,0,0,0,175,-1,0.09,12.67,46,7.7,4.519333333,3.836666667,27.27117034,14.55052083,,,,,,,,,,,,,,,,,,
3,G,16,15,4,0,1,3,0,0,0,180,-1,0,23.67,42,6.5,4.612666667,3.607555556,28.25746084,14.2984375,,,,,,,,,,,,,,,,,,
3,H,16,16,4,0,0,3,0,0,0,180,-1,0,22.33,30,6.1,4.684,3.620666667,30.94375133,13.74635417,,,,,,,,,,,,,,,,,,
3,A,17,19,6,1,1,2,0,0,0,180,-1,0,19.67,57,17.8,4.086,5.216363636,18.1490324,15.39833333,,,,,,,,,,,,,,,,,,
3,B,17,1,5,0,1,6,0,0,0,185,-1,-0.09,1.33,41,14.8,4.1735,4.526818182,27.33532289,15.24625,,,,,,,,,,,,,,,,,,
3,C,17,1,5,0,2,6,0,0,0,180,-1,0,0,0,8.5,4.257,4.439318182,25.92161338,14.89416667,,,,,,,,,,,,,,,,,,
3,D,17,10,4,0,1,6,5,0,0,185,-1,-0.09,6.33,25,7.3,4.3345,4.351818182,15.90790388,15.04208333,,,,,,,,,,,,,,,,,,
3,E,17,16,4,1,0,3,2,0,0,180,-1,0,14.67,25,10.5,4.412,4.22,26.29419437,14.39,,,,,,,,,,,,,,,,,,
3,F,17,16,4,0,0,3,0,0,0,175,-1,0.09,10.67,16,8.9,4.505333333,3.966666667,22.38048487,13.53791667,,,,,,,,,,,,,,,,,,
3,G,17,15,4,1,0,3,0,0,0,175,-1,0.09,15.33,35,8.5,4.591333333,3.713333333,30.16677536,14.48583333,,,,,,,,,,,,,,,,,,
3,H,17,17,3,0,1,3,0,0,0,170,-0.98,0.17,20.33,42,6.1,4.648,3.678,28.05306586,13.83375,,,,,,,,,,,,,,,,,,
3,A,18,9,6,1,1,2,0,0,0,175,-1,0.09,12.67,51,19.3,4.064,5.130909091,21.35834692,14.98572917,,,,,,,,,,,,,,,,,,
3,B,18,10,5,0,1,5,0,0,0,175,-1,0.09,11.33,38,18.9,4.1515,4.642045455,25.14463741,15.33364583,,,,,,,,,,,,,,,,,,
3,C,18,9,5,0,2,5,0,0,0,175,-1,0.09,10,18,10.1,4.239,4.554545455,25.33092791,14.7815625,,,,,,,,,,,,,,,,,,
3,D,18,11,4,0,1,6,2,0,0,180,-1,0,5,23,9.3,4.3205,4.467045455,26.4172184,14.62947917,,,,,,,,,,,,,,,,,,
3,E,18,14,4,0,0,3,0,0,0,180,-1,0,12,24,9.7,4.398,4.35,24.9035089,14.57739583,,,,,,,,,,,,,,,,,,
3,F,18,14,4,0,1,3,0,0,0,175,-1,0.09,13.67,19,8.5,4.491333333,4.096666667,29.28979939,14.1253125,,,,,,,,,,,,,,,,,,
3,G,18,16,3,1,1,3,0,0,0,175,-1,0.09,9,19,9.7,4.555333333,3.843333333,22.87608989,14.47322917,,,,,,,,,,,,,,,,,,
3,H,18,13,3,1,2,3,0,0,0,175,-1,0.09,25.33,50,10.5,4.612,3.735333333,30.66238038,14.12114583,,,,,,,,,,,,,,,,,,
3,A,19,13,6,1,1,5,0,0,0,180,-1,0,15.67,30,17.8,4.042,5.045454545,15.76766144,14.873125,,,,,,,,,,,,,,,,,,
3,B,19,13,6,0,1,3,0,0,0,180,-1,0,11.67,50,10.5,4.1295,4.757272727,24.65395194,15.22104167,,,,,,,,,,,,,,,,,,
3,C,19,12,5,0,2,3,0,0,0,175,-1,0.09,14.33,26,16.3,4.217,4.669772727,24.14024243,14.56895833,,,,,,,,,,,,,,,,,,
3,D,19,10,5,0,1,6,0,0,0,190,-0.98,-0.17,3,12,12.5,4.3045,4.582272727,26.12653293,14.216875,,,,,,,,,,,,,,,,,,
3,E,19,16,5,0,0,3,0,0,0,185,-1,-0.09,13,20,9.7,4.384,4.48,26.41282342,14.46479167,,,,,,,,,,,,,,,,,,
3,F,19,11,4,0,0,3,0,0,0,180,-1,0,12,24,8.5,4.462666667,4.226666667,31.69911392,14.41270833,,,,,,,,,,,,,,,,,,
3,G,19,12,3,1,0,5,1,0,0,190,-0.98,-0.17,21,25,20,4.519333333,3.973333333,26.38540441,14.560625,,,,,,,,,,,,,,,,,,
3,H,19,10,3,1,1,3,0,0,0,185,-1,-0.09,17,28,9.3,4.576,3.792666667,31.5716949,14.40854167,,,,,,,,,,,,,,,,,,
3,A,20,5,6,1,1,5,0,0,0,180,-1,0,12,41,25.6,4.02,4.96,24.57697597,15.66052083,,,,,,,,,,,,,,,,,,
3,B,20,4,6,1,1,3,0,0,0,200,-0.94,-0.34,16,18,15.6,4.1075,4.8725,26.86326646,15.1084375,,,,,,,,,,,,,,,,,,
3,C,20,5,5,1,1,3,0,0,0,200,-0.94,-0.34,15.67,24,21.1,4.195,4.785,26.14955696,14.55635417,,,,,,,,,,,,,,,,,,
3,D,20,0,5,0,1,6,0,0,0,180,-1,0,0,18,15.2,4.2825,4.6975,23.83584745,14.10427083,,,,,,,,,,,,,,,,,,
3,E,20,8,5,0,0,6,1,0,0,190,-0.98,-0.17,8.67,0,16.3,4.37,4.61,23.52213795,14.6521875,,,,,,,,,,,,,,,,,,
3,F,20,10,4,0,0,5,3,0,0,210,-0.87,-0.5,13.33,23,12.9,4.426666667,4.356666667,31.60842844,14.40010417,,,,,,,,,,,,,,,,,,
3,G,20,14,4,1,0,5,2,0,0,170,-0.98,0.17,7,29,10.5,4.483333333,4.103333333,32.69471894,14.44802083,,,,,,,,,,,,,,,,,,
3,H,20,17,3,0,1,3,0,0,0,200,-0.94,-0.34,9.67,32,6.9,4.54,3.85,29.89032395,14.18333333,,,,,,,,,,,,,,,,,,
4,A,1,10,6,0,0,3,0,0,0,10,0.98,0.17,12.33,25,8.5,NA,2.51,27.09354995,13.60833333,,,,,,,,,,,,,,,,,,
4,B,1,9,6,0,0,3,0,0,0,10,0.98,0.17,13.67,26,6.5,NA,2.51,28.40645328,13.95555556,,,,,,,,,,,,,,,,,,
4,C,1,10,6,0,0,3,0,0,0,5,1,0.09,11.33,21,5.3,NA,2.51,20.41935661,13.80277778,,,,,,,,,,,,,,,,,,
4,D,1,5,6,0,1,3,15,0,0,5,1,0.09,7.67,20,4.5,4.18,2.51,22.73225994,13.45,,,,,,,,,,,,,,,,,,
4,E,1,7,7,0,1,3,20,0,0,5,1,0.09,6,26,6.1,4.1575,2.51,25.94516327,13.39722222,,,,,,,,,,,,,,,,,,
4,F,1,6,7,0,2,3,20,0,0,0,1,0,5.33,21,2.5,4.135,2.51,23.8580666,13.14444444,,,,,,,,,,,,,,,,,,
4,G,1,8,7,0,3,4,10,0,0,0,1,0,5.33,18,0.8,4.1125,2.51,26.17096993,14.49166667,,,,,,,,,,,,,,,,,,
4,H,1,9,7,0,3,4,4,0,0,0,1,0,3.67,21,3.3,4.09,2.51,27.58387326,13.13888889,,,,,,,,,,,,,,,,,,
4,A,2,7,6,0,0,3,0,0,0,5,1,0.09,15.67,21,3.7,NA,2.405,27.69919511,14.20069444,,,,,,,,,,,,,,,,,,
4,B,2,8,6,0,0,3,0,0,0,5,1,0.09,16,21,8.9,NA,2.3875,27.01209844,14.04791667,,,,,,,,,,,,,,,,,,
4,C,2,10,6,0,0,3,0,0,0,5,1,0.09,16,29,5.7,NA,2.37,28.12500177,13.79513889,,,,,,,,,,,,,,,,,,
4,D,2,9,6,0,0,3,0,0,0,0,1,0,14.33,27,4.1,4.335,2.37,25.4379051,14.04236111,,,,,,,,,,,,,,,,,,
4,E,2,5,6,0,1,3,0,0,0,0,1,0,20.67,30,3.7,4.189285714,2.37,24.65080843,13.68958333,,,,,,,,,,,,,,,,,,
4,F,2,11,6,0,1,3,3,0,0,0,1,0,23.33,26,5.3,4.015,2.37,23.76371176,13.23680556,,,,,,,,,,,,,,,,,,
4,G,2,10,7,0,1,3,0,0,0,0,1,0,20.33,34,2.9,3.9925,2.374444444,24.67661509,14.18402778,,,,,,,,,,,,,,,,,,
4,H,2,11,7,0,1,2,0,0,0,0,1,0,14.33,25,3.7,3.97,2.383333333,24.28951842,13.43125,,,,,,,,,,,,,,,,,,
4,A,3,10,6,0,0,3,0,0,0,5,1,0.09,28.67,21,5.7,NA,2.3,27.50484028,13.69305556,,,,,,,,,,,,,,,,,,
4,B,3,8,5,0,0,2,0,0,0,5,1,0.09,26.33,24,4.9,NA,2.2825,27.11774361,14.04027778,,,,,,,,,,,,,,,,,,
4,C,3,10,5,0,0,3,0,0,0,0,1,0,36,20,6.1,4.483333333,2.265,27.13064694,13.9875,,,,,,,,,,,,,,,,,,
4,D,3,8,6,0,0,3,0,0,0,0,1,0,22.67,23,4.9,4.49,2.2475,25.64355027,13.83472222,,,,,,,,,,,,,,,,,,
4,E,3,8,6,0,0,3,0,0,0,0,1,0,19,32,5.7,4.372857143,2.23,24.4564536,13.78194444,,,,,,,,,,,,,,,,,,
4,F,3,7,6,0,0,3,0,0,0,0,1,0,23,25,3.7,4.198571429,2.238888889,25.76935693,13.32916667,,,,,,,,,,,,,,,,,,
4,G,3,6,7,0,0,3,0,0,0,0,1,0,27.67,31,3.3,4.024285714,2.247777778,25.38226026,13.87638889,,,,,,,,,,,,,,,,,,
4,H,3,7,7,0,0,3,0,0,0,0,1,0,32,33,3.3,3.85,2.256666667,26.59516359,13.82361111,,,,,,,,,,,,,,,,,,
4,A,4,8,6,0,0,3,0,0,0,5,1,0.09,28.33,28,2.9,NA,2.195,24.01048545,13.68541667,,,,,,,,,,,,,,,,,,
4,B,4,7,5,0,0,3,0,0,0,0,1,0,31.33,21,6.1,4.631666667,2.1775,24.92338878,14.03263889,,,,,,,,,,,,,,,,,,
4,C,4,9,5,0,0,2,0,0,0,0,1,0,41.67,27,5.7,4.638333333,2.16,27.03629211,13.17986111,,,,,,,,,,,,,,,,,,
4,D,4,6,5,0,0,2,0,0,0,0,1,0,36,24,3.7,4.645,2.215454545,29.04919544,13.52708333,,,,,,,,,,,,,,,,,,
4,E,4,11,5,0,0,3,0,0,0,0,1,0,28,28,5.3,4.556428571,2.234090909,24.16209877,14.27430556,,,,,,,,,,,,,,,,,,
4,F,4,10,6,0,0,3,0,0,0,0,1,0,24,24,4.5,4.382142857,2.112222222,22.0750021,13.52152778,,,,,,,,,,,,,,,,,,
4,G,4,9,6,0,0,3,0,0,0,0,1,0,43,31,4.9,4.182083333,2.121111111,25.38790543,13.26875,,,,,,,,,,,,,,,,,,
4,H,4,7,7,0,0,3,0,0,0,0,1,0,46.33,25,2.9,3.95625,2.13,22.50080876,13.31597222,,,,,,,,,,,,,,,,,,
4,A,5,8,6,0,0,2,0,0,0,0,1,0,49.33,26,3.7,4.78,2.09,25.91613061,13.77777778,,,,,,,,,,,,,,,,,,
4,B,5,8,5,0,0,2,0,0,0,0,1,0,43.67,20,2.9,4.786666667,2.145454545,25.92903394,14.025,,,,,,,,,,,,,,,,,,
4,C,5,10,5,0,0,2,0,0,0,0,1,0,53.67,22,4.9,4.793333333,2.200909091,23.24193727,13.57222222,,,,,,,,,,,,,,,,,,
4,D,5,6,5,0,0,3,0,0,0,0,1,0,39,27,4.9,4.8,2.256363636,24.8548406,13.21944444,,,,,,,,,,,,,,,,,,
4,E,5,7,5,0,0,3,0,0,0,0,1,0,38,25,4.5,4.74,2.238181818,24.96774393,13.66666667,,,,,,,,,,,,,,,,,,
